NAMESPACE     LAST SEEN   TYPE      REASON                           OBJECT                               MESSAGE
kube-system   18h         Normal    UpdatedLoadBalancer              service/traefik                      Updated LoadBalancer with new IPs: [192.168.228.129 192.168.228.130 192.168.228.131 192.168.228.132 192.168.228.133] -> [192.168.228.129 192.168.228.130 192.168.228.131 192.168.228.132 192.168.228.133]
testapp       62m         Normal    Started                          pod/nginx-test-7976d45f7d-jx5bm      Container started
testapp       62m         Normal    ScalingReplicaSet                deployment/nginx-test                Scaled up replica set nginx-test-7976d45f7d from 0 to 1
testapp       62m         Warning   ReplicaSetCreateError            deployment/nginx-test                Failed to create new replica set "nginx-test-7976d45f7d": Unauthorized
testapp       62m         Normal    Scheduled                        pod/nginx-test-7976d45f7d-jx5bm      Successfully assigned testapp/nginx-test-7976d45f7d-jx5bm to k3s-s1
testapp       62m         Normal    SuccessfulCreate                 replicaset/nginx-test-7976d45f7d     Created pod: nginx-test-7976d45f7d-jx5bm
testapp       62m         Warning   FailedCreate                     replicaset/nginx-test-7976d45f7d     Error creating: Unauthorized
testapp       62m         Normal    Pulled                           pod/nginx-test-7976d45f7d-jx5bm      Container image "nginx:stable" already present on machine and can be accessed by the pod
testapp       62m         Normal    Created                          pod/nginx-test-7976d45f7d-jx5bm      Container created
testapp       62m         Normal    Killing                          pod/nginx-test-54db47f9bb-wndrd      Stopping container nginx
testapp       62m         Normal    SuccessfulCreate                 replicaset/nginx-test-7976d45f7d     Created pod: nginx-test-7976d45f7d-82g9t
testapp       62m         Normal    ScalingReplicaSet                deployment/nginx-test                Scaled up replica set nginx-test-7976d45f7d from 1 to 2
testapp       62m         Warning   FailedToUpdateEndpointSlices     service/nginx-service                Error updating Endpoint Slices for Service testapp/nginx-service: failed to update nginx-service-frpd6 EndpointSlice for Service testapp/nginx-service: Unauthorized
testapp       62m         Normal    SuccessfulDelete                 replicaset/nginx-test-54db47f9bb     Deleted pod: nginx-test-54db47f9bb-wndrd
testapp       62m         Normal    ScalingReplicaSet                deployment/nginx-test                Scaled down replica set nginx-test-54db47f9bb from 3 to 2
testapp       62m         Normal    Scheduled                        pod/nginx-test-7976d45f7d-82g9t      Successfully assigned testapp/nginx-test-7976d45f7d-82g9t to k3s-s2
testapp       62m         Normal    Pulled                           pod/nginx-test-7976d45f7d-82g9t      Container image "nginx:stable" already present on machine and can be accessed by the pod
