NAMESPACE     LAST SEEN   TYPE      REASON                           OBJECT                               MESSAGE
kube-system   19h         Normal    UpdatedLoadBalancer              service/traefik                      Updated LoadBalancer with new IPs: [192.168.228.129 192.168.228.130 192.168.228.131 192.168.228.132 192.168.228.133] -> [192.168.228.129 192.168.228.130 192.168.228.131 192.168.228.132 192.168.228.133]
testapp       162m        Warning   FailedCreate                     replicaset/nginx-test-7976d45f7d     Error creating: Unauthorized
testapp       162m        Normal    Started                          pod/nginx-test-7976d45f7d-jx5bm      Container started
testapp       162m        Normal    Created                          pod/nginx-test-7976d45f7d-jx5bm      Container created
testapp       162m        Normal    Pulled                           pod/nginx-test-7976d45f7d-jx5bm      Container image "nginx:stable" already present on machine and can be accessed by the pod
testapp       162m        Normal    Scheduled                        pod/nginx-test-7976d45f7d-jx5bm      Successfully assigned testapp/nginx-test-7976d45f7d-jx5bm to k3s-s1
testapp       162m        Warning   ReplicaSetCreateError            deployment/nginx-test                Failed to create new replica set "nginx-test-7976d45f7d": Unauthorized
testapp       162m        Normal    ScalingReplicaSet                deployment/nginx-test                Scaled up replica set nginx-test-7976d45f7d from 0 to 1
testapp       162m        Normal    SuccessfulCreate                 replicaset/nginx-test-7976d45f7d     Created pod: nginx-test-7976d45f7d-jx5bm
testapp       162m        Normal    ScalingReplicaSet                deployment/nginx-test                Scaled down replica set nginx-test-54db47f9bb from 3 to 2
testapp       162m        Normal    ScalingReplicaSet                deployment/nginx-test                Scaled up replica set nginx-test-7976d45f7d from 1 to 2
testapp       162m        Normal    SuccessfulCreate                 replicaset/nginx-test-7976d45f7d     Created pod: nginx-test-7976d45f7d-82g9t
testapp       162m        Normal    Killing                          pod/nginx-test-54db47f9bb-wndrd      Stopping container nginx
testapp       162m        Normal    Started                          pod/nginx-test-7976d45f7d-82g9t      Container started
testapp       162m        Normal    Created                          pod/nginx-test-7976d45f7d-82g9t      Container created
testapp       162m        Normal    Pulled                           pod/nginx-test-7976d45f7d-82g9t      Container image "nginx:stable" already present on machine and can be accessed by the pod
testapp       162m        Warning   FailedToUpdateEndpoint           endpoints/nginx-service              Failed to update endpoint testapp/nginx-service: Unauthorized
testapp       162m        Warning   FailedToUpdateEndpointSlices     service/nginx-service                Error updating Endpoint Slices for Service testapp/nginx-service: failed to update nginx-service-frpd6 EndpointSlice for Service testapp/nginx-service: Unauthorized
testapp       162m        Normal    SuccessfulDelete                 replicaset/nginx-test-54db47f9bb     Deleted pod: nginx-test-54db47f9bb-wndrd
testapp       162m        Normal    Scheduled                        pod/nginx-test-7976d45f7d-82g9t      Successfully assigned testapp/nginx-test-7976d45f7d-82g9t to k3s-s2
testapp       162m        Normal    Created                          pod/nginx-test-7976d45f7d-jvhkm      Container created
testapp       162m        Normal    ScalingReplicaSet                deployment/nginx-test                Scaled up replica set nginx-test-7976d45f7d from 2 to 3
testapp       162m        Normal    ScalingReplicaSet                deployment/nginx-test                Scaled down replica set nginx-test-54db47f9bb from 2 to 1
testapp       162m        Normal    Killing                          pod/nginx-test-54db47f9bb-4hv7l      Stopping container nginx
testapp       162m        Normal    Scheduled                        pod/nginx-test-7976d45f7d-jvhkm      Successfully assigned testapp/nginx-test-7976d45f7d-jvhkm to k3s-w2
testapp       162m        Normal    Started                          pod/nginx-test-7976d45f7d-jvhkm      Container started
testapp       162m        Normal    SuccessfulDelete                 replicaset/nginx-test-54db47f9bb     Deleted pod: nginx-test-54db47f9bb-4hv7l
testapp       162m        Normal    SuccessfulCreate                 replicaset/nginx-test-7976d45f7d     Created pod: nginx-test-7976d45f7d-jvhkm
testapp       162m        Normal    Pulled                           pod/nginx-test-7976d45f7d-jvhkm      Container image "nginx:stable" already present on machine and can be accessed by the pod
testapp       162m        Normal    ScalingReplicaSet                deployment/nginx-test                Scaled down replica set nginx-test-54db47f9bb from 1 to 0
testapp       162m        Normal    SuccessfulDelete                 replicaset/nginx-test-54db47f9bb     Deleted pod: nginx-test-54db47f9bb-szr5w
testapp       162m        Normal    Killing                          pod/nginx-test-54db47f9bb-szr5w      Stopping container nginx
kube-system   97m         Warning   NodeNotReady                     pod/svclb-traefik-405c6267-qjd7p     Node is not ready
default       97m         Normal    NodeNotReady                     node/k3s-s2                          Node k3s-s2 status is now: NodeNotReady
kube-system   158m        Normal    UpdatedLoadBalancer              service/traefik                      Updated LoadBalancer with new IPs: [192.168.228.129 192.168.228.130 192.168.228.131 192.168.228.132 192.168.228.133] -> [192.168.228.129 192.168.228.131 192.168.228.132 192.168.228.133]
testapp       158m        Warning   NodeNotReady                     pod/nginx-test-7976d45f7d-82g9t      Node is not ready
testapp       153m        Normal    TaintManagerEviction             pod/nginx-test-7976d45f7d-82g9t      Marking for deletion Pod testapp/nginx-test-7976d45f7d-82g9t
testapp       153m        Normal    Scheduled                        pod/nginx-test-7976d45f7d-qmbgp      Successfully assigned testapp/nginx-test-7976d45f7d-qmbgp to k3s-s3
testapp       153m        Normal    SuccessfulCreate                 replicaset/nginx-test-7976d45f7d     Created pod: nginx-test-7976d45f7d-qmbgp
testapp       153m        Normal    Created                          pod/nginx-test-7976d45f7d-qmbgp      Container created
testapp       153m        Normal    Started                          pod/nginx-test-7976d45f7d-qmbgp      Container started
testapp       153m        Normal    Pulled                           pod/nginx-test-7976d45f7d-qmbgp      Container image "nginx:stable" already present on machine and can be accessed by the pod
default       151m        Normal    NodeHasNoDiskPressure            node/k3s-s2                          Node k3s-s2 status is now: NodeHasNoDiskPressure
default       151m        Normal    NodeHasSufficientMemory          node/k3s-s2                          Node k3s-s2 status is now: NodeHasSufficientMemory
default       151m        Normal    NodeReady                        node/k3s-s2                          Node k3s-s2 status is now: NodeReady
